"행정구역","2025년04월_남_총인구수","2025년04월_남_연령구간인구수","2025년04월_남_0~9세","2025년04월_남_10~19세","2025년04월_남_20~29세","2025년04월_남_30~39세","2025년04월_남_40~49세","2025년04월_남_50~59세","2025년04월_남_60~69세","2025년04월_남_70~79세","2025년04월_남_80~89세","2025년04월_남_90~99세","2025년04월_남_100세 이상","2025년04월_여_총인구수","2025년04월_여_연령구간인구수","2025년04월_여_0~9세","2025년04월_여_10~19세","2025년04월_여_20~29세","2025년04월_여_30~39세","2025년04월_여_40~49세","2025년04월_여_50~59세","2025년04월_여_60~69세","2025년04월_여_70~79세","2025년04월_여_80~89세","2025년04월_여_90~99세","2025년04월_여_100세 이상"
"경상북도 포항시 남구 동해면(4711132000)","4,613","4,613","170","323","413","446","532","884","1,008","589","231","17","0","4,523","4,523","175","317","320","369","446","768","953","687","417","69","2"
"경상북도 포항시 남구 장기면(4711133000)","1,826","1,826","35","47","67","81","135","336","487","391","220","27","0","1,884","1,884","18","50","46","60","98","227","448","451","393","90","3"
"경상북도 포항시 남구 호미곶면(4711135000)","795","795","6","35","28","27","83","154","230","160","66","6","0","858","858","14","22","22","20","39","105","209","221","161","45","0"
"경상북도 포항시 남구 상대동(4711152500)","11,895","11,895","351","668","1,463","1,567","1,623","1,954","2,236","1,562","459","12","0","10,781","10,781","342","591","950","924","1,228","1,793","2,665","1,661","545","80","2"
"경상북도 포항시 남구 해도동(4711154500)","8,100","8,100","198","334","713","852","1,053","1,476","1,781","1,260","420","13","0","7,648","7,648","169","302","454","511","746","1,250","2,112","1,477","542","83","2"
"경상북도 포항시 남구 송도동(4711155000)","5,529","5,529","140","278","384","478","638","996","1,310","968","317","20","0","5,585","5,585","103","240","304","317","481","819","1,575","1,142","530","72","2"
"경상북도 포항시 남구 청림동(4711156000)","2,511","2,511","69","108","396","364","282","396","473","300","117","6","0","2,026","2,026","77","89","200","184","159","289","472","360","178","17","1"
"경상북도 포항시 남구 제철동(4711157000)","1,269","1,269","40","84","193","175","145","223","243","124","36","6","0","1,045","1,045","30","82","84","88","127","200","236","130","55","12","1"
"경상북도 포항시 남구 효곡동(4711158000)","14,906","14,906","1,582","2,298","1,636","1,492","2,750","2,189","1,858","971","121","9","0","14,299","14,299","1,475","2,067","1,046","1,589","2,898","2,371","1,929","718","167","38","1"
"경상북도 포항시 남구 대이동(4711159000)","12,182","12,182","849","1,327","1,709","1,663","1,739","2,410","1,647","676","153","9","0","11,647","11,647","757","1,246","1,187","1,363","1,887","2,554","1,613","635","341","63","1"
"경상북도 포항시 북구 (4711300000)","135,602","135,602","9,070","13,260","14,185","16,935","19,559","23,018","23,014","12,385","3,820","350","6","136,545","136,545","8,394","12,197","11,024","14,240","19,687","24,486","24,861","13,367","6,937","1,324","28"
"경상북도 포항시 북구 흥해읍(4711325000)","29,350","29,350","2,787","2,665","3,028","4,991","4,334","4,742","4,250","1,898","600","55","0","28,680","28,680","2,495","2,411","2,422","4,236","4,279","5,056","4,225","2,041","1,260","251","4"
"경상북도 포항시 북구 신광면(4711331000)","1,373","1,373","15","41","79","52","102","213","436","294","124","17","0","1,343","1,343","20","37","37","44","64","175","374","267","248","75","2"
"경상북도 포항시 북구 청하면(4711332000)","2,153","2,153","21","94","119","118","198","403","615","387","179","19","0","2,214","2,214","22","79","79","78","142","333","560","439","399","83","0"
"경상북도 포항시 북구 송라면(4711333000)","1,114","1,114","12","25","55","60","92","204","324","233","100","9","0","1,178","1,178","11","26","46","29","51","166","315","241","237","56","0"
"경상북도 포항시 북구 기계면(4711334000)","2,344","2,344","34","70","104","135","180","371","722","492","206","29","1","2,410","2,410","37","74","78","70","104","340","659","499","446","103","0"
"경상북도 포항시 북구 죽장면(4711335000)","1,045","1,045","7","33","19","40","45","193","355","244","103","6","0","991","991","5","17","12","17","38","119","316","228","198","39","2"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","321","321","0","4","11","10","15","70","105","72","31","3","0","288","288","0","3","10","2","8","41","118","52","37","16","1"
"경상북도 포항시 북구 기북면(4711336000)","640","640","4","18","21","21","45","117","205","144","52","13","0","655","655","3","18","16","14","29","94","183","135","131","30","2"
"경상북도 포항시 북구 중앙동(4711352000)","6,689","6,689","169","339","619","780","842","1,146","1,367","981","416","29","1","6,875","6,875","198","311","545","565","696","1,039","1,545","1,231","638","105","2"
"경상북도 포항시 북구 양학동(4711363000)","7,931","7,931","440","830","924","883","1,066","1,440","1,449","713","172","14","0","8,269","8,269","399","779","705","751","1,183","1,753","1,621","750","275","52","1"
"경상북도 포항시 북구 죽도동(4711365500)","9,166","9,166","254","398","1,068","1,203","1,248","1,505","1,741","1,259","459","29","2","9,248","9,248","245","421","820","771","985","1,450","2,212","1,599","656","88","1"
"경상북도 포항시 북구 용흥동(4711366500)","9,564","9,564","427","875","915","882","1,227","1,710","1,885","1,234","370","39","0","10,069","10,069","399","755","709","742","1,307","1,920","2,251","1,343","548","93","2"
"경상북도 포항시 북구 우창동(4711368000)","15,141","15,141","1,263","1,704","1,497","2,002","2,334","2,481","2,470","1,101","265","24","0","16,080","16,080","1,168","1,522","1,238","1,869","2,451","2,945","2,845","1,306","613","120","3"
"경상북도 포항시 북구 두호동(4711369000)","10,332","10,332","664","1,035","1,101","1,217","1,341","1,818","1,919","969","248","20","0","10,770","10,770","651","960","877","1,070","1,436","2,167","2,153","999","399","57","1"
"경상북도 포항시 북구 장량동(4711370000)","34,214","34,214","2,686","4,576","4,251","4,122","5,791","5,914","4,504","1,933","400","35","2","33,074","33,074","2,463","4,263","3,142","3,569","6,168","6,167","4,698","1,772","690","135","7"
"경상북도 포항시 북구 환여동(4711371000)","4,225","4,225","287","553","374","419","699","691","667","431","95","9","0","4,401","4,401","278","521","288","413","746","721","786","465","162","21","0"
"경상북도 경주시 (4713000000)","122,466","122,466","6,212","9,822","11,744","12,596","16,163","23,465","23,721","13,117","5,086","532","8","122,020","122,020","5,872","9,084","9,151","10,393","14,784","22,161","23,357","15,218","9,940","2,010","50"
"경상북도 경주시 감포읍(4713025000)","2,552","2,552","43","105","167","179","284","531","614","428","183","18","0","2,567","2,567","43","98","98","111","175","367","675","510","417","70","3"
"경상북도 경주시 안강읍(4713025300)","11,050","11,050","340","786","909","866","1,203","2,310","2,501","1,470","598","65","2","11,170","11,170","264","788","632","571","1,129","2,141","2,482","1,695","1,218","245","5"
"경상북도 경주시 건천읍(4713025600)","6,572","6,572","295","375","538","817","777","1,218","1,364","821","328","38","1","6,444","6,444","293","309","454","656","636","1,138","1,300","895","637","121","5"
"경상북도 경주시 외동읍(4713025900)","11,333","11,333","593","573","841","1,353","1,603","2,194","2,544","1,211","373","46","2","9,997","9,997","581","502","583","989","1,076","1,835","2,198","1,218","815","196","4"
"경상북도 경주시 문무대왕면(4713031500)","2,108","2,108","70","81","225","261","174","359","491","309","123","15","0","1,899","1,899","54","52","151","182","96","241","402","324","329","67","1"
"경상북도 경주시 양남면(4713032000)","3,325","3,325","95","167","269","281","355","720","830","428","165","15","0","2,961","2,961","100","149","155","166","258","548","752","444","318","68","3"
"경상북도 경주시 내남면(4713033000)","2,226","2,226","24","87","105","120","161","387","669","456","191","26","0","2,161","2,161","20","89","70","74","125","313","553","432","379","104","2"
"경상북도 경주시 산내면(4713034000)","1,581","1,581","21","40","38","62","84","252","528","384","156","15","1","1,586","1,586","15","29","35","50","87","213","481","350","269","55","2"
"경상북도 경주시 서면(4713035000)","1,503","1,503","21","70","69","75","122","270","408","298","155","15","0","1,433","1,433","26","39","39","48","83","181","340","360","260","57","0"
"경상북도 경주시 현곡면(4713036000)","10,636","10,636","1,020","1,207","992","1,319","1,630","1,995","1,543","700","211","19","0","10,973","10,973","903","1,190","852","1,291","1,750","2,038","1,611","762","484","87","5"
"경상북도 경주시 강동면(4713037000)","3,049","3,049","60","106","254","210","264","640","816","472","202","25","0","2,843","2,843","52","114","143","115","192","518","691","533","393","91","1"
"경상북도 경주시 천북면(4713038000)","2,843","2,843","96","135","211","267","340","558","649","396","174","17","0","2,618","2,618","96","141","153","230","249","449","554","401","291","54","0"
"경상북도 경주시 중부동(4713051500)","2,198","2,198","47","132","186","194","283","391","445","334","170","16","0","2,280","2,280","41","110","173","148","220","336","485","453","262","52","0"
"경상북도 경주시 황오동(4713053000)","2,661","2,661","47","107","238","236","304","501","605","416","187","20","0","2,905","2,905","46","129","171","171","226","464","688","594","360","55","1"
"경상북도 경주시 성건동(4713055000)","6,259","6,259","133","366","1,118","590","651","1,126","1,096","813","338","28","0","6,461","6,461","105","302","898","426","538","983","1,358","1,200","560","87","4"
"경상북도 경주시 황남동(4713057000)","1,861","1,861","22","63","103","143","189","337","465","320","197","22","0","1,880","1,880","24","67","75","81","124","289","405","418","335","62","0"
"경상북도 경주시 선도동(4713059000)","6,873","6,873","336","785","861","651","1,002","1,366","1,122","532","195","22","1","6,855","6,855","333","665","628","533","1,056","1,408","1,072","692","395","73","0"
"경상북도 경주시 월성동(4713060500)","2,625","2,625","100","189","178","187","302","522","608","359","166","14","0","2,729","2,729","97","175","131","170","307","454","556","447","324","66","2"
"경상북도 경주시 용강동(4713061500)","12,176","12,176","1,314","1,491","1,115","1,609","2,303","2,022","1,539","588","171","24","0","12,566","12,566","1,289","1,460","947","1,629","2,285","2,175","1,540","760","398","81","2"
"경상북도 경주시 황성동(4713062100)","13,373","13,373","895","1,765","1,683","1,491","2,015","2,634","1,887","765","220","18","0","13,999","13,999","884","1,569","1,395","1,449","2,278","2,961","2,034","869","456","101","3"
"경상북도 경주시 동천동(4713063000)","10,038","10,038","356","855","1,250","1,110","1,320","2,051","1,856","921","295","24","0","10,110","10,110","338","797","1,022","812","1,293","2,142","2,021","1,088","503","92","2"
"경상북도 경주시 불국동(4713065000)","4,817","4,817","270","299","336","517","702","912","942","569","244","25","1","4,771","4,771","251","282","295","448","537","819","968","633","436","98","4"
"경상북도 경주시 보덕동(4713066000)","807","807","14","38","58","58","95","169","199","127","44","5","0","812","812","17","28","51","43","64","148","191","140","101","28","1"
"경상북도 김천시 (4715000000)","68,115","68,115","3,986","6,620","6,296","7,244","9,171","11,796","12,542","7,137","2,948","370","5","67,094","67,094","3,722","5,481","4,915","6,024","8,343","11,006","12,239","8,221","5,810","1,305","28"
"경상북도 김천시 아포읍(4715025000)","4,059","4,059","136","227","275","374","450","859","1,026","510","187","15","0","3,993","3,993","136","209","220","297","409","782","898","543","403","94","2"
"경상북도 김천시 농소면(4715031000)","1,618","1,618","58","71","128","132","157","340","373","227","109","23","0","1,466","1,466","38","74","73","73","120","239","339","257","201","52","0"
"경상북도 김천시 남면(4715032000)","1,471","1,471","32","45","76","92","144","282","407","261","108","24","0","1,378","1,378","19","42","52","80","70","196","341","255","242","80","1"
"경상북도 김천시 개령면(4715034000)","1,132","1,132","19","43","48","77","95","202","342","218","82","6","0","1,070","1,070","19","36","26","45","45","147","290","225","180","55","2"
"경상북도 김천시 감문면(4715035000)","1,542","1,542","18","36","54","65","129","264","533","278","139","26","0","1,525","1,525","21","39","34","47","68","206","398","318","291","100","3"
"경상북도 김천시 어모면(4715036000)","2,012","2,012","69","106","136","128","184","371","533","327","138","19","1","1,944","1,944","57","68","94","86","155","314","463","360","289","57","1"
"경상북도 김천시 봉산면(4715037000)","1,485","1,485","26","72","70","87","133","268","445","256","113","14","1","1,362","1,362","26","52","41","61","84","208","376","269","203","42","0"
